customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
8455-KGRIC,0,15,74.45,4140.1,Male,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,No
7451-JFNRX,0,65,39.95,805.1,Male,Yes,No,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),No
1003-WVZTM,0,20,39.6,1190.5,Female,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
6163-BDDSQ,0,58,98.25,5153.5,Male,No,No,No,No,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,No
9305-MDNFD,0,35,43.05,35.1,Male,No,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),Yes
8797-SLCBT,0,30,104.25,165.5,Female,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,No
0255-RDTXB,0,1,21.15,3754.6,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,Yes
1184-LMEDA,0,18,20.05,1390.6,Female,No,Yes,Yes,No,DSL,No,Yes,No,No internet service,Yes,Yes,Two year,No,Electronic check,No
5059-JELSR,0,55,83.15,649.4,Female,No,No,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),No
5961-VLYCW,0,17,75.3,461.7,Male,Yes,No,Yes,Yes,No,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,Yes
5196-SNGPY,0,12,86.45,1782.0,Female,No,No,Yes,No,No,Yes,No,No internet service,Yes,No internet service,No,Two year,No,Bank transfer (automatic),No
8452-JLYPN,0,42,77.5,2407.3,Female,No,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,No
9219-DBTLS,1,2,19.05,162.3,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,No
2171-DSOAF,0,1,55.2,7246.15,Female,Yes,No,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),Yes
4861-EZISO,0,30,113.15,2424.45,Male,No,Yes,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),Yes
1174-GFSJE,0,48,19.5,1843.05,Female,Yes,No,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,No
0580-ZWLYP,1,14,98.9,219.0,Female,Yes,Yes,Yes,No,DSL,No,No,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),No
6348-IFMDH,0,71,69.8,331.6,Male,No,Yes,Yes,Yes,No,No internet service,No,Yes,No,No,Yes,Two year,Yes,Mailed check,No
1361-BGGUU,1,11,74.6,872.65,Male,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,No
8992-WLXJA,0,28,73.6,299.05,Female,No,No,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),No
2162-QTBSA,0,8,19.55,6171.2,Male,Yes,No,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No
5709-FYGKO,0,1,61.25,318.1,Male,No,No,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Yes,One year,Yes,Electronic check,Yes
6945-OCWML,0,1,20.55,1623.15,Male,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,No
3653-WETKC,0,58,74.55,4350.1,Female,Yes,No,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,No,One year,Yes,Electronic check,No
3306-OLZSS,1,72,19.1,3231.05,Male,No,Yes,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,No,Electronic check,Yes
2422-YMHUD,0,2,66.25,4003.0,Female,No,No,Yes,Yes,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,No
1873-XZJDS,0,68,60.35,1244.5,Female,No,No,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,No,Electronic check,Yes
2850-YFRVP,0,49,35.2,6581.9,Male,No,Yes,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
4188-NYZFO,0,42,104.5,605.75,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,No
7831-QSVYJ,0,69,24.4,2347.9,Male,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,Yes
4632-CMTUS,0,59,96.65,159.15,Male,Yes,No,No,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,No
5243-TZSDG,0,1,55.3,144.0,Male,Yes,Yes,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Mailed check,No
4410-LYGES,1,4,19.25,8033.1,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
8759-BLQCQ,0,12,19.8,865.1,Female,Yes,No,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Electronic check,No
8533-LURFD,0,10,74.2,6638.35,Male,No,No,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes
7257-LHKTP,0,10,70.3,6563.4,Male,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),No
3406-OLERK,1,4,98.15,5174.35,Male,Yes,No,Yes,No,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),No
8104-MQBUI,0,34,69.95,2178.6,Male,Yes,No,No,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,One year,No,Electronic check,No
6700-BXTIS,0,18,49.65,2809.05,Female,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,Yes
9069-HMXFT,0,1,20.65,519.15,Female,No,No,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,Two year,No,Mailed check,No
0340-JEJLH,0,4,49.9,632.2,Female,No,Yes,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,No
7353-LYYZW,0,18,101.0,225.6,Female,Yes,No,Yes,No,DSL,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,No
7403-ASOKW,0,57,95.1,4386.2,Female,Yes,No,No,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,Yes
9879-XQDBD,0,68,89.2,4741.45,Male,Yes,No,No,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Mailed check,No
4434-PCPWW,0,30,80.85,6130.85,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,No
2167-GNISQ,0,22,103.7,168.6,Male,No,No,Yes,Yes,No,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,No
4276-UEIAT,0,69,79.2,6869.7,Male,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),No
2770-WRWBZ,1,9,104.05,7746.7,Female,No,No,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes
5893-PPBAN,0,32,74.15,1212.25,Female,No,No,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,Yes
6243-HCNSY,0,38,80.55,8297.5,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,No
8791-GYGVD,0,2,91.85,5576.3,Male,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,One year,No,Electronic check,No
3233-STQPY,0,1,82.1,76.95,Male,No,No,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,No
6232-KZWYB,1,49,42.3,74.35,Male,Yes,No,Yes,No,No,No internet service,No,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),No
8202-OQYDF,1,71,49.9,284.35,Female,No,No,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,One year,Yes,Electronic check,No
7101-LEKGD,1,72,20.2,469.25,Female,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,No
7034-OCADT,0,18,35.05,3440.25,Male,Yes,No,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,No
9866-BLZOV,0,27,19.4,86.35,Male,No,No,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No
1517-WVGPA,0,8,74.05,299.4,Male,No,Yes,Yes,Yes,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,No
3116-VIESN,0,2,66.75,827.45,Female,No,No,Yes,No,No,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,Yes
3331-IEGCO,0,6,19.25,3314.15,Female,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),Yes
3064-SICJR,0,1,45.0,186.15,Male,No,No,Yes,No,DSL,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,No
2700-CQANJ,0,26,66.4,7285.7,Male,No,No,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,Yes
4972-FWBMD,0,9,20.15,353.65,Female,Yes,No,No,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No
6273-PCTCF,0,38,74.55,620.55,Male,Yes,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),No
3710-HUNKL,1,22,73.5,223.15,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
8365-FQWOJ,0,40,20.45,1992.55,Female,Yes,No,Yes,Yes,No,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,No
6615-GJLCU,0,62,90.4,135.75,Female,No,No,Yes,Yes,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,No
3092-UHACC,0,2,93.95,251.25,Male,Yes,No,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),Yes
7740-NXJPA,0,14,19.2,3090.65,Female,No,No,No,No,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,No
5537-ZKLPS,1,52,75.85,2661.1,Male,Yes,No,No,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),No
9366-YYUGP,0,56,45.9,1270.2,Female,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),No
6763-OVSMT,0,55,20.55,6631.85,Male,Yes,No,No,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),No
3134-ZHJTR,0,32,89.55,7679.65,Male,Yes,No,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,Yes
9642-DGJPG,0,48,88.4,200.2,Male,No,No,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),No
0490-PIXQB,0,8,20.55,322.9,Female,Yes,No,Yes,No phone service,DSL,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
2768-JHSJT,0,28,70.5,2495.2,Male,No,No,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,One year,No,Electronic check,Yes
5665-TQYJU,0,28,105.3,1782.0,Male,Yes,No,No,Yes,DSL,No,No,Yes,No,Yes,No internet service,One year,No,Electronic check,No
1352-FOCXG,0,1,59.6,438.0,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,Yes
8478-ROQGN,0,24,24.25,2839.65,Male,Yes,No,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Mailed check,No
1599-YJXYC,0,10,98.35,99.45,Female,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,No
6033-GNDHS,0,19,79.2,35.75,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,No
4484-IUFTR,0,57,82.15,6404.0,Male,Yes,No,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,No
8097-ICXNF,0,69,57.15,689.35,Male,Yes,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,No
9260-TWMKY,0,1,19.95,5763.3,Female,No,No,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),No
4045-PCLKG,0,1,74.65,505.95,Male,Yes,Yes,No,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),No
6859-RATNH,1,10,55.7,3479.05,Female,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Credit card (automatic),Yes
0600-QVLLK,0,12,94.65,68.2,Female,Yes,Yes,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),No
3800-MMOHF,0,12,66.4,454.65,Male,Yes,Yes,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,No,Bank transfer (automatic),No
9100-HZLSO,0,7,20.0,1301.7,Male,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
4300-VKNTB,0,46,93.8,4454.25,Female,Yes,Yes,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
3906-WAPFB,0,20,114.35,6640.7,Female,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,No
3058-OGODZ,0,47,91.85,424.5,Male,No,No,Yes,No,DSL,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,No
3582-YLYAB,1,10,49.6,31.35,Male,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),No
6964-RVBHR,0,48,39.5,2596.15,Female,Yes,Yes,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
5581-SKHJM,0,14,20.0,1033.0,Female,Yes,No,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,No
2040-OXMGA,0,17,93.25,1588.7,Male,No,Yes,Yes,Yes,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,Yes
9257-OHDNK,0,5,54.35,435.25,Female,No,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),No
9423-HVBDJ,0,9,108.15,669.45,Female,No,Yes,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),Yes
5575-GMAZJ,0,15,44.6,2106.3,Female,No,No,No,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,No
7453-KVYAN,0,1,113.1,4189.7,Female,No,Yes,No,No,No,No,No,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),No
1122-IXTDV,0,32,35.45,1311.6,Male,No,Yes,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),No
4360-DBQGQ,1,72,74.6,4921.2,Male,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,No
4912-BNEGL,0,5,102.8,340.4,Male,Yes,No,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),No
5070-GBJWC,0,26,69.95,20.9,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,One year,Yes,Electronic check,Yes
2887-DRCGK,0,59,107.55,1782.0,Female,Yes,No,No,No,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,No
8923-ODXIY,0,2,19.9,33.7,Male,Yes,Yes,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No,One year,Yes,Electronic check,No
6921-ZKMPX,0,24,19.5,1373.0,Male,Yes,No,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
7756-OXLHA,0,60,20.05,2351.45,Male,No,No,No,Yes,No,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,No
6364-EXNTL,0,51,44.3,20.4,Male,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No
9109-UROWO,1,35,95.4,550.6,Female,No,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,No
5749-TMBKZ,0,28,80.65,1326.25,Male,No,Yes,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,No
0103-ZWJUI,0,11,51.05,921.55,Female,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No
3164-UQAXI,0,33,20.2,2016.45,Male,Yes,No,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),Yes
3705-RFTMS,0,25,52.85,4303.65,Male,Yes,No,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,No
0221-XLZCP,0,48,86.1,806.95,Male,Yes,No,Yes,No phone service,No,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,No
3361-INRTR,0,69,75.1,6019.35,Female,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),No
1556-STJSA,0,5,20.15,195.65,Male,Yes,No,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,No
8519-WMUPZ,0,72,94.45,1185.0,Male,No,Yes,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,Yes
6974-VOFFJ,1,40,20.05,83.3,Female,Yes,No,No,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,Yes
1071-WGQOI,0,72,26.0,8165.1,Male,No,Yes,Yes,Yes,No,No,No,No,No,No internet service,Yes,Two year,Yes,Electronic check,Yes
5620-YRIRJ,0,31,19.25,460.25,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,No
9785-LEUUO,0,63,80.65,1343.4,Male,Yes,No,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,No
3103-IYHPB,0,24,90.1,2134.3,Male,No,No,Yes,Yes,No,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),No
6629-IIQIR,0,27,18.8,1178.25,Female,Yes,No,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,No
5381-INOCV,0,6,111.2,8594.4,Female,No,No,Yes,Yes,No,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,Yes
0334-MEMKO,0,71,51.0,4914.9,Male,No,No,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,No
2226-OGHFT,0,1,100.15,3966.3,Male,No,No,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),Yes
7937-RQDEK,0,42,82.65,2495.15,Female,Yes,No,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Two year,Yes,Mailed check,No
3428-VUQJW,0,15,20.4,2169.75,Female,Yes,No,Yes,No phone service,No,No,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),No
8510-VEXCK,1,2,60.0,3364.55,Male,Yes,No,Yes,Yes,No,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,No
7420-NVSJG,0,72,83.0,815.5,Male,Yes,No,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,No
7709-NWNXR,0,40,20.05,1020.75,Female,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,No
8420-XPATQ,0,70,93.9,299.7,Male,No,No,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,No
9019-ZRJDV,0,24,59.75,6717.9,Female,No,No,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No internet service,Two year,No,Electronic check,No
6966-JCRJC,0,6,106.1,196.75,Female,Yes,No,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,No
4364-TKOEZ,0,12,19.75,1616.15,Male,Yes,No,Yes,No,DSL,No,Yes,No internet service,Yes,No,No,Two year,No,Credit card (automatic),No
7696-OQJYH,0,4,108.3,237.7,Male,Yes,Yes,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,No
4134-MNBMH,0,2,66.15,2198.9,Female,No,No,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,Yes
1640-YLUGX,0,56,74.9,1875.55,Male,Yes,Yes,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
5482-GVPXT,1,30,109.6,1573.95,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,One year,Yes,Credit card (automatic),No
1995-OFAXN,0,7,59.7,44.75,Male,No,Yes,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Two year,No,Mailed check,No
4893-YCMBP,0,5,74.9,4174.35,Female,Yes,No,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),No
2570-FPVMR,1,29,99.05,2117.2,Male,No,Yes,Yes,No,No,No,Yes,No,No,No internet service,No,Two year,No,Credit card (automatic),Yes
3309-JHCIL,0,68,66.25,169.65,Female,Yes,Yes,No,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),No
1884-PMVLM,0,49,105.0,215.25,Male,Yes,No,Yes,Yes,No,No,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),No
2590-GVOBP,0,63,84.3,1423.65,Female,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),No
3274-CBNTW,0,27,25.05,7555.0,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Electronic check,No
2688-XEKOE,0,61,19.7,2349.8,Female,Yes,Yes,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,No
6514-KLIRN,0,9,80.25,3541.35,Female,No,No,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),No
8306-KUDSB,0,51,49.55,91.3,Male,Yes,No,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,One year,No,Bank transfer (automatic),No
2509-GLOHW,0,6,80.05,7323.15,Female,Yes,No,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),No
6465-VPVWO,0,3,50.9,1137.05,Female,Yes,Yes,No,Yes,No,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Mailed check,Yes
8311-GCJRW,0,15,90.0,5683.6,Male,No,Yes,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,No
2825-JNCPJ,0,71,50.6,692.55,Male,Yes,No,No,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,No
2177-WPQUO,0,35,84.4,568.85,Female,Yes,No,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),No
7710-FBLUM,0,30,105.1,1600.25,Female,No,No,Yes,Yes,DSL,Yes,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,No
8056-ETGOF,0,70,45.7,7689.8,Male,No,Yes,Yes,No,No,No internet service,No internet service,No,No,No internet service,No,One year,No,Electronic check,No
7149-WIRAO,0,5,94.55,53.15,Female,Yes,No,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),No
4576-BXKJO,1,39,93.9,1643.55,Female,Yes,No,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),No
0869-RSHFT,0,36,25.25,2640.55,Male,Yes,No,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,Yes
6405-QVGZY,0,61,19.5,6161.9,Female,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,No,Credit card (automatic),No
6684-RCOWP,0,4,46.0,19.9,Female,No,No,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),No
4839-BGPJX,0,12,20.5,141.6,Female,No,Yes,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,No
9725-WMANB,0,24,25.75,3533.6,Male,No,No,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,Yes
0477-KGGRW,0,4,99.85,6034.85,Male,No,No,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Two year,Yes,Mailed check,No
6675-ODUZW,0,2,58.6,1387.0,Male,Yes,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes
4029-PGPPO,0,48,43.35,1430.05,Male,Yes,No,Yes,No,No,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),No
3937-MQGBZ,0,25,99.1,7993.3,Female,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),No
6836-JDFMJ,0,64,75.6,854.9,Female,No,No,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No
7397-TTOMU,0,9,24.1,19.85,Female,No,No,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),No
6629-PURPM,1,72,39.5,303.15,Female,Yes,No,Yes,Yes,DSL,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),No
